"gene","logFC","AveExpr","t","pvalue","padj"
"TMX2-CTNND1",0.2588,8.9113,1.6254,0.1041,0.2313
"RP11-691N7.6",0.378,9.9813,1.6275,0.1036,0.2306
"CTNND1",-0.364,13.7791,-2.2018,0.02768,0.0886
"LPXN",-0.1297,9.7198,-0.4199,0.6746,0.7957
"ZFP91",-0.168,11.7453,-1.6157,0.1062,0.2343
"ZFP91-CNTF",-0.0972,9.6848,-0.6496,0.5159,0.6741
"CNTF",0.2746,6.4551,0.9076,0.3641,0.5386
"FAM111B",-0.5709,8.5573,-1.5498,0.1212,0.2571
"FAM111A",0.2127,10.522,1.168,0.2428,0.4126
"DTX4",0.7411,11.0615,3.0234,0.002499,0.01463
"MPEG1",0.0151,10.4707,0.0439,0.965,0.9811
"OSBP",0.1524,11.426,1.2113,0.2258,0.3933
"PATL1",-0.5342,10.9739,-2.8809,0.003965,0.02049
"STX3",0.6079,10.7564,3.451,0.0005586,0.004569
"MRPL16",0.1554,10.0172,0.88,0.3789,0.5535
"TCN1",1.3263,7.0263,1.8561,0.06344,0.1608
"MS4A2",-0.0717,8.0513,-0.1667,0.8676,0.9253
"MS4A6A",0.7094,10.4661,1.9434,0.05197,0.1399
"MS4A4E",0.5607,6.2194,1.2349,0.2169,0.3828
"MS4A4A",0.5895,9.5478,1.8669,0.06192,0.1584
"MS4A7",0.7194,10.2924,2.2247,0.0261,0.08478
"MS4A14",0.643,7.7211,1.8097,0.07034,0.1735
"MS4A1",-0.1222,7.7244,-0.1957,0.8449,0.9112
"MS4A8",3.0288,7.5577,3.4458,0.0005695,0.004631
"MS4A15",2.5534,8.4847,4.173,3.006e-05,0.0004344
"CCDC86",-0.6632,9.7479,-4.0564,4.983e-05,0.0006537
"PTGDR2",-0.358,7.2248,-2.0512,0.04025,0.1167
"PRPF19",-0.5299,11.8665,-4.0269,5.651e-05,0.0007262
"TMEM109",-0.6102,12.1676,-3.3481,0.0008137,0.006175
"TMEM132A",-1.6334,10.5928,-4.628,3.692e-06,7.768e-05
"SLC15A3",-0.5184,10.7386,-1.6228,0.1046,0.232
"CD6",-0.4445,8.7975,-1.2252,0.2205,0.3875
"CD5",-0.4624,8.4009,-1.2669,0.2052,0.3698
"VPS37C",0.0764,10.3553,0.4705,0.638,0.7691
"VWCE",-0.346,6.6468,-0.856,0.392,0.5651
"DDB1",-0.0492,13.0838,-0.4473,0.6547,0.7818
"TKFC",-0.176,10.9539,-1.133,0.2572,0.4284
"CYB561A3",-0.4697,11.0015,-2.7211,0.006506,0.02978
"TMEM138",-0.4635,9.9966,-2.8741,0.004052,0.02084
"TMEM216",-0.1655,9.0038,-0.9534,0.3404,0.5151
"CPSF7",-0.2735,11.566,-2.1009,0.03565,0.1068
"SDHAF2",0.136,10.1994,0.8782,0.3798,0.5543
"RP11-286N22.8",0.1581,9.8679,1.0882,0.2765,0.4501
"PPP1R32",0.886,7.4662,1.756,0.07909,0.1887
"LRRC10B",2.0315,7.4152,3.0483,0.002302,0.01372
"SYT7",0.5238,9.2592,1.0568,0.2906,0.4649
"DAGLA",0.0187,8.6331,0.0597,0.9524,0.9731
"MYRF",1.9289,10.2514,4.0165,5.907e-05,0.0007517
"TMEM258",0.3496,11.0741,1.8243,0.0681,0.1694
"FEN1",-0.4557,9.981,-2.0957,0.03611,0.1077
"FADS1",-0.4591,11.2024,-1.7416,0.08158,0.193
"FADS2",-1.1573,11.6928,-3.2934,0.0009897,0.007133
"FADS3",-0.3535,9.7502,-1.101,0.2709,0.4442
"RAB3IL1",-0.3147,8.5043,-1.1855,0.2358,0.4048
"BEST1",0.1813,15.1159,0.8789,0.3795,0.554
"FTH1",0.2007,15.3529,0.9798,0.3272,0.5029
"INCENP",-0.2497,9.6802,-1.0295,0.3033,0.478
"SCGB2A1",4.0125,6.6452,5.5756,2.466e-08,1.081e-06
"ASRGL1",1.8235,9.2099,4.7265,2.284e-06,5.185e-05
"SCGB1A1",1.9368,10.2085,1.9676,0.04911,0.1343
"AHNAK",-0.4816,15.1305,-1.5923,0.1113,0.2417
"EEF1G",0.2189,13.8952,1.1473,0.2513,0.4223
"RP11-864I4.1",0.2188,13.9498,1.1803,0.2379,0.4072
"TUT1",0.1741,9.8326,1.3285,0.184,0.3433
"MTA2",-0.6238,11.6625,-4.9516,7.361e-07,2.006e-05
"EML3",-0.1197,10.5272,-0.7347,0.4625,0.6286
"ROM1",0.4948,7.5544,2.0469,0.04066,0.1176
"B3GAT3",-0.0736,10.1293,-0.3633,0.7164,0.825
"GANAB",-0.4877,13.9511,-3.2027,0.001361,0.009152
"INTS5",0.0584,10.2139,0.4883,0.6254,0.76
"RP11-831H9.11",0.4135,9.2649,2.3864,0.01702,0.06171
"C11orf98",0.3457,10.0527,1.6675,0.09542,0.217
"METTL12",0.2736,7.75,1.1845,0.2362,0.4053
"LBHD1",0.3149,10.3345,1.5817,0.1137,0.2453
"UQCC3",0.2552,9.336,1.0529,0.2924,0.4665
"UBXN1",-0.0011,11.3897,-0.0076,0.994,0.9966
"LRRN4CL",0.4321,7.0192,1.0377,0.2994,0.474
"GNG3",-0.0564,6.6784,-0.2897,0.772,0.8643
"BSCL2",0.2182,11.4438,1.3362,0.1815,0.34
"HNRNPUL2",-0.311,12.5042,-1.9845,0.04721,0.1308
"HNRNPUL2-BSCL2",-0.1052,12.6916,-0.8871,0.375,0.5497
"TTC9C",0.3708,9.2037,2.1266,0.03345,0.1021
"ZBTB3",0.3128,7.8658,1.3219,0.1862,0.3461
"POLR2G",0.1763,10.7016,0.8599,0.3899,0.5632
"TAF6L",-0.348,8.9809,-2.3402,0.01927,0.06779
"TMEM179B",0.2747,10.8743,1.2513,0.2108,0.3764
"TMEM223",0.4266,10.1835,1.9352,0.05297,0.1418
"NXF1",-0.2804,11.1772,-2.0969,0.036,0.1076
"STX5",0.0496,10.6762,0.3596,0.7191,0.8272
"WDR74",-0.2034,10.1109,-1.3664,0.1718,0.3271
"SLC3A2",-0.4251,12.5824,-1.4844,0.1377,0.2797
"CHRM1",0.0921,6.7139,0.135,0.8926,0.9402
"HRASLS5",2.1215,7.0764,3.978,6.949e-05,0.0008626
"LGALS12",1.1327,6.2841,1.9564,0.05042,0.1368
"RARRES3",1.152,10.4055,2.7098,0.006732,0.03058
"HRASLS2",0.2511,6.6003,0.4421,0.6585,0.7841
"PLA2G16",2.2945,10.1035,6.2276,4.738e-10,3.595e-08
"ATL3",0.5454,11.704,2.8676,0.004136,0.02111
"RTN3",0.1839,12.4838,0.9948,0.3199,0.4957
"C11orf95",-0.4194,9.4219,-2.2085,0.02721,0.08744
"C11orf84",-0.5244,9.6169,-2.7005,0.006923,0.03124
"MARK2",-0.0937,11.2963,-0.5018,0.6158,0.7527
"RCOR2",0.3001,7.4172,0.5687,0.5696,0.717
"NAA40",-0.1349,9.7738,-0.7918,0.4285,0.5989
"COX8A",0.2297,11.8171,1.0788,0.2807,0.4546
"AP000721.4",0.2627,10.4305,1.2431,0.2138,0.3798
"OTUB1",-0.1864,11.6286,-1.2998,0.1937,0.3559
"FLRT1",-0.9561,6.4759,-2.0343,0.04192,0.12
"MACROD1",0.1349,8.7745,0.5068,0.6123,0.7497
"STIP1",-0.4312,12.2976,-2.4918,0.01271,0.04959
"FERMT3",-0.4203,10.3396,-1.3239,0.1855,0.3453
"TRPT1",0.3212,9.4553,1.9934,0.04622,0.1289
"NUDT22",0.2909,10.0426,1.8206,0.06867,0.1705
"DNAJC4",0.1021,10.0139,0.7138,0.4753,0.6393
"VEGFB",0.1843,11.1532,1.1255,0.2604,0.4319
"FKBP2",0.2709,10.7154,1.0887,0.2763,0.45
"PPP1R14B",0.2558,10.3956,1.1381,0.2551,0.426
"PLCB3",-0.3226,10.5968,-1.8812,0.05995,0.1548
"BAD",-0.0621,10.4449,-0.3302,0.7412,0.8432
"GPR137",-0.154,10.5581,-1.0233,0.3062,0.4809
"ESRRA",0.1116,10.5934,0.4533,0.6503,0.7789
"TRMT112",0.0043,11.7078,0.0206,0.9835,0.9911
"PRDX5",0.614,12.7752,2.542,0.01102,0.04444
"CCDC88B",-0.38,9.4659,-1.1626,0.245,0.415
"RPS6KA4",-0.5895,10.5623,-3.2384,0.001202,0.008325
"NRXN2",-1.4064,7.2715,-2.7273,0.006385,0.02934
"RASGRP2",0.199,8.2167,0.5615,0.5745,0.7211
"PYGM",0.5117,6.9584,1.6065,0.1082,0.2372
"SF1",-0.2874,12.7393,-2.1215,0.03388,0.1029
"MAP4K2",-0.2753,10.1306,-1.1759,0.2396,0.4094
"MEN1",-0.3541,10.3734,-2.4665,0.01364,0.05232
"CDC42BPG",0.1828,10.3853,0.794,0.4272,0.5979
"EHD1",-0.3734,11.4049,-1.7114,0.08701,0.2028
"ATG2A",-0.1536,10.4753,-0.8816,0.378,0.5526
"PPP2R5B",-0.4142,9.6093,-2.4913,0.01273,0.04962
"BATF2",1.3262,8.6075,3.2628,0.001103,0.007745
"ARL2",0.0153,10.8538,0.081,0.9354,0.9642
"ARL2-SNX15",0.0646,10.6357,0.4314,0.6662,0.7895
"SNX15",0.0162,9.6232,0.0979,0.922,0.9573
"SAC3D1",-0.45,8.5062,-2.0498,0.04039,0.117
"NAALADL1",0.2436,7.7006,0.823,0.4105,0.5817
"CDCA5",-0.81,9.197,-2.5207,0.01171,0.04643
"ZFPL1",-0.1144,10.0045,-0.8916,0.3726,0.5472
"TMEM262",-0.1561,9.7651,-1.2166,0.2238,0.3908
"VPS51",-0.0684,11.4402,-0.4195,0.6748,0.7958
"TM7SF2",0.1458,9.8929,0.5396,0.5895,0.7327
"ZNHIT2",-0.0438,8.6677,-0.2028,0.8393,0.9078
"FAU",0.2045,12.6345,0.9372,0.3487,0.5238
"MRPL49",0.3363,11.1916,1.6439,0.1002,0.2248
"SYVN1",-0.0132,12.0008,-0.0805,0.9358,0.9644
"CAPN1",-0.4959,13.1606,-2.749,0.005977,0.02798
"POLA2",-0.6161,9.6051,-2.8745,0.004047,0.02081
"CDC42EP2",-0.2045,9.2157,-0.5702,0.5685,0.7165
"DPF2",-0.4044,10.7979,-2.3661,0.01798,0.06434
"TIGD3",0.5268,6.5373,1.2358,0.2165,0.3826
"SLC25A45",0.1804,8.5314,0.6834,0.4944,0.6566
"FRMD8",-0.9595,10.7005,-4.7008,2.592e-06,5.725e-05
"SCYL1",-0.2385,11.5575,-1.4593,0.1445,0.2892
"LTBP3",0.0736,12.1966,0.2625,0.7929,0.8774
"SSSCA1",-0.0798,10.7708,-0.4875,0.6259,0.7604
"FAM89B",-0.105,10.5825,-0.5625,0.5738,0.7205
"EHBP1L1",-0.3087,11.2803,-1.3503,0.1769,0.3338
"KCNK7",-0.9544,6.4585,-2.4249,0.01531,0.05708
"MAP3K11",-0.2764,11.5722,-1.808,0.07061,0.174
"PCNX3",-0.3646,11.4039,-2.055,0.03988,0.116
"SIPA1",0.2199,10.6817,1.0239,0.3059,0.4806
"RELA",-0.2808,11.762,-1.9426,0.05207,0.1401
"KAT5",-0.1498,10.8082,-1.1423,0.2533,0.4243
"RNASEH2C",-0.129,10.6009,-0.7144,0.475,0.6391
"AP5B1",-0.6927,10.0643,-2.5032,0.01231,0.04827
"OVOL1",-1.6869,8.0593,-4.1791,2.926e-05,0.0004251
"SNX32",-0.133,11.4324,-0.9432,0.3456,0.5202
"CFL1",-0.2515,14.5996,-1.7509,0.07997,0.1903
"MUS81",0.0343,10.0426,0.2468,0.8051,0.886
"EFEMP2",-0.183,10.6668,-0.8145,0.4153,0.5863
"CTSW",0.4326,8.5438,1.1262,0.2601,0.4316
"FIBP",-0.2845,10.7675,-2.38,0.01731,0.06261
"CCDC85B",-0.5251,8.9012,-1.7099,0.08729,0.2033
"FOSL1",-1.1643,8.6964,-2.2051,0.02745,0.08805
"C11orf68",-0.2996,10.1136,-2.1543,0.03122,0.09697
"DRAP1",-0.223,10.8463,-1.2014,0.2296,0.3982
"SART1",-0.6025,11.2194,-3.0146,0.002573,0.01493
"EIF1AD",-0.2624,9.9587,-1.6699,0.09494,0.2161
"BANF1",-0.362,11.439,-1.7588,0.07862,0.1878
"CST6",1.6339,8.3027,3.4282,0.0006076,0.004861
"CATSPER1",1.8338,6.8586,4.7404,2.133e-06,4.89e-05
"SF3B2",-0.2104,12.9527,-1.4896,0.1363,0.2777
"PACS1",-0.3418,11.9234,-1.5118,0.1306,0.2703
"KLC2",-0.6139,10.1958,-2.3541,0.01857,0.06598
"RAB1B",-0.198,12.8009,-1.0969,0.2727,0.4463
"CNIH2",-0.1002,7.0851,-0.2033,0.8389,0.9076
"YIF1A",0.1867,10.9319,0.8647,0.3872,0.5605
"TMEM151A",0.851,6.4761,1.1347,0.2565,0.4275
"CD248",-0.5523,10.1274,-1.7359,0.08258,0.1946
"RIN1",-0.9738,8.5918,-2.7466,0.006021,0.02816
"BRMS1",-0.4668,10.5352,-2.8831,0.003938,0.02041
"B4GAT1",0.3404,9.7324,1.7457,0.08087,0.1916
"SLC29A2",-0.3215,9.495,-0.9876,0.3233,0.4991
"MRPL11",-0.1586,10.2533,-0.7094,0.4781,0.6417
"PELI3",-0.6626,8.9273,-2.6297,0.008546,0.03658
"DPP3",-0.335,11.034,-1.8354,0.06645,0.1663
"CTD-3074O7.11",-0.1012,10.3986,-0.6423,0.5207,0.6782
"BBS1",-0.0248,10.225,-0.1421,0.887,0.9369
"ZDHHC24",-0.1678,9.8389,-0.7721,0.4401,0.6092
"CTSF",0.2954,10.5365,1.0433,0.2968,0.4709
"CCDC87",-0.3847,6.5885,-0.8838,0.3768,0.5514
"CCS",-0.0136,9.8507,-0.0759,0.9395,0.9664
"RBM14",-0.2644,10.8035,-1.9285,0.0538,0.1434
"RBM14-RBM4",-0.2013,11.629,-1.6776,0.09342,0.2136
"RBM4",-0.1976,11.712,-1.6552,0.09789,0.221
"RBM4B",-0.1173,9.5561,-0.8721,0.3832,0.557
"SPTBN2",-0.1319,10.0655,-0.3862,0.6993,0.8134
"C11orf80",0.056,9.265,0.2372,0.8125,0.8908
"RCE1",-0.2794,9.5822,-1.5983,0.11,0.24
"LRFN4",-0.1523,9.0734,-0.4308,0.6666,0.7899
"PC",-0.2437,9.9964,-0.7579,0.4485,0.6168
"SYT12",0.8203,7.4178,1.2366,0.2162,0.3822
"RHOD",-0.1092,9.3,-0.2748,0.7835,0.8718
"KDM2A",-0.3868,12.2719,-2.5169,0.01184,0.04684
"GRK2",-0.329,11.9399,-1.9342,0.05309,0.142
"ANKRD13D",-0.4404,10.1773,-2.0603,0.03937,0.1148
"SSH3",0.2661,10.5641,0.9847,0.3248,0.5007
"POLD4",0.5981,11.1037,2.8894,0.00386,0.02013
"AP003419.11",0.5689,10.8014,2.6759,0.007452,0.03305
"CLCF1",1.3303,8.4894,2.96,0.003076,0.01704
"RAD9A",-0.2859,10.1918,-1.5908,0.1117,0.2422
"TBC1D10C",0.0214,8.7744,0.0551,0.9561,0.9757
"PPP1CA",-0.0591,12.5398,-0.3345,0.738,0.8408
"CARNS1",0.0452,7.2823,0.0952,0.9242,0.9582
"RPS6KB2",-0.0722,10.549,-0.4275,0.669,0.7916
"PTPRCAP",-0.1721,8.9055,-0.413,0.6796,0.7988
"CORO1B",0.0919,11.9763,0.5846,0.5588,0.7082
"CABP4",3.4068,7.051,8.5625,1.104e-17,5.562e-15
"TMEM134",-0.2576,9.9842,-1.2201,0.2224,0.3897
"AIP",0.3599,10.8674,1.881,0.05998,0.1548
"PITPNM1",0.4532,10.8129,1.8475,0.06468,0.1631
"CDK2AP2",0.2981,11.0252,1.4624,0.1436,0.288
"GSTP1",-0.0226,14.3848,-0.0857,0.9317,0.9628
"NDUFV1",-0.031,11.6986,-0.1742,0.8617,0.9217
"NUDT8",-0.6735,8.1359,-2.0536,0.04001,0.1163
"ACY3",1.2358,6.8027,2.5549,0.01062,0.04315
"ALDH3B2",-1.8916,8.5235,-3.8936,9.875e-05,0.001153
"UNC93B1",0.4535,11.1347,1.6165,0.106,0.234
"ALDH3B1",2.3048,11.1076,5.515,3.487e-08,1.464e-06
"NDUFS8",0.0947,10.9651,0.4944,0.621,0.7566
"TCIRG1",0.3084,11.5701,0.9705,0.3318,0.5069
"CHKA",0.4232,9.9185,2.003,0.04518,0.1268
"KMT5B",0.154,10.8838,1.0056,0.3146,0.4899
"C11orf24",-0.0344,10.3789,-0.1616,0.8717,0.9275
"LRP5",0.4024,12.0723,1.6207,0.1051,0.2327
"PPP6R3",0.1427,11.7715,1.2518,0.2106,0.3763
"GAL",-0.8555,6.8475,-1.1157,0.2646,0.4365
"TESMIN",0.1117,7.6301,0.2581,0.7963,0.8791
"CPT1A",-0.4103,11.4178,-1.8655,0.06211,0.1587
"MRPL21",-0.0449,9.8493,-0.2226,0.8238,0.8972
"IGHMBP2",-0.154,9.3305,-0.8439,0.3987,0.5715
"MRGPRF",0.1467,8.2856,0.394,0.6936,0.8092
"TPCN2",-0.163,9.3602,-1.0063,0.3143,0.4896
"MYEOV",2.0886,7.3207,3.1922,0.001412,0.009423
"CCND1",0.1832,13.0803,0.5485,0.5834,0.728
"ORAOV1",0.1372,10.837,0.5238,0.6004,0.741
"ANO1",-0.1706,10.1551,-0.4191,0.6751,0.796
"FADD",0.1042,9.8108,0.6271,0.5306,0.6862
"PPFIA1",0.1029,11.1232,0.6965,0.4861,0.6491
"CTTN",0.2298,12.8551,1.1628,0.2449,0.415
"SHANK2",0.8623,9.8494,2.2966,0.02164,0.07392
"DHCR7",-1.1168,11.4461,-4.0952,4.218e-05,0.000569
"NADSYN1",-0.2929,10.8805,-1.4888,0.1365,0.278
"FAM86C1",-0.1963,8.3243,-1.0523,0.2927,0.4668
"RP11-849H4.2",0.0933,6.9379,0.3585,0.7199,0.8276
"RNF121",-0.015,9.7885,-0.1233,0.9018,0.9463
"IL18BP",-0.1323,11.1688,-0.8175,0.4137,0.5849
"NUMA1",0.0784,13.4032,0.3556,0.7222,0.8291
"LAMTOR1",0.1294,11.6854,0.6502,0.5155,0.6738
"LRTOMT",0.1442,9.9986,0.7486,0.4541,0.6215
"ANAPC15",-0.1529,9.7643,-0.7806,0.4351,0.6049
"FOLR3",0.7419,6.6668,1.2059,0.2279,0.3962
"FOLR1",3.6901,10.5319,6.8078,9.912e-12,1.243e-09
"FOLR2",0.5443,9.1338,1.491,0.136,0.2773
"INPPL1",0.7665,11.8788,3.3157,0.0009141,0.006737
"CLPB",-0.3287,9.255,-1.698,0.0895,0.2068
"PDE2A",0.6894,8.4787,2.4213,0.01547,0.05743
"ARAP1",-0.0082,12.2717,-0.0454,0.9638,0.9807
"STARD10",0.7712,11.2802,2.8319,0.004627,0.02288
"ATG16L2",-0.0068,9.6989,-0.0278,0.9778,0.9881
"FCHSD2",-0.0812,10.7742,-0.4723,0.6367,0.7684
"P2RY2",-0.7051,8.2514,-2.1988,0.0279,0.08912
"P2RY6",0.3973,7.9675,0.9356,0.3495,0.5244
"ARHGEF17",0.5052,10.9575,2.5419,0.01102,0.04444
"RELT",-0.5102,9.1945,-2.3084,0.02098,0.07228
"FAM168A",-0.0717,11.1038,-0.3736,0.7087,0.8196
"PLEKHB1",1.3986,9.506,2.8941,0.003803,0.01991
"RAB6A",-0.3267,12.4131,-2.2235,0.02618,0.085
"MRPL48",-0.2076,9.6183,-1.037,0.2997,0.4743
"COA4",0.0905,10.3604,0.4073,0.6838,0.8017
"PAAF1",-0.1509,9.3843,-0.8934,0.3716,0.5463
"DNAJB13",2.1994,7.2707,3.7989,0.0001454,0.001568
"UCP2",0.9356,11.7913,2.5475,0.01085,0.04392
"UCP3",0.0329,6.874,0.1075,0.9144,0.9528
"C2CD3",0.0778,10.2374,0.3907,0.696,0.8111
"PPME1",-0.5401,11.0118,-2.7907,0.005259,0.02531
"P4HA3",0.0904,8.0411,0.3657,0.7146,0.8237
"PGM2L1",0.103,9.6203,0.277,0.7818,0.8706
"KCNE3",-0.1227,9.4862,-0.3638,0.716,0.8248
"LIPT2",-0.3034,7.0714,-1.1552,0.248,0.4186
"POLD3",-0.1066,9.8506,-0.7289,0.4661,0.6313
"CHRDL2",0.1184,6.9175,0.2411,0.8094,0.8889
"RNF169",-0.0649,10.3908,-0.4181,0.6759,0.7965
"XRRA1",0.1638,10.0261,1.1237,0.2612,0.4329
"SPCS2",0.071,10.4948,0.3923,0.6948,0.8102
"NEU3",0.0667,9.1422,0.3281,0.7428,0.8444
"SLCO2B1",0.2302,11.4526,0.6095,0.5422,0.6947
"TPBGL",-0.0376,6.74,-0.0872,0.9305,0.9619
"ARRB1",1.688,10.3636,6.1908,5.986e-10,4.383e-08
"RPS3",0.3802,14.5902,1.4306,0.1525,0.3004
"KLHL35",1.3328,7.3354,4.4275,9.534e-06,0.0001722
"GDPD5",0.4268,8.9741,1.3704,0.1706,0.3254
"SERPINH1",-0.5316,12.814,-2.2712,0.02314,0.07751
"MAP6",0.8619,8.3201,2.3129,0.02073,0.07161
"DGAT2",-0.6909,8.9482,-1.915,0.05549,0.1464
"UVRAG",-0.6155,10.1454,-3.5523,0.0003819,0.003413
"WNT11",0.0199,7.6591,0.0363,0.971,0.9841
"THAP12",-0.0454,10.7754,-0.2451,0.8064,0.887
"RP11-111M22.2",0.0126,7.1129,0.033,0.9737,0.9857
"EMSY",-0.2235,9.694,-1.3214,0.1864,0.3463
"LRRC32",0.1843,10.7796,0.7042,0.4813,0.6448
"TSKU",-0.482,11.0193,-1.3445,0.1788,0.3364
"ACER3",-0.6201,10.4046,-3.2403,0.001194,0.008277
"B3GNT6",5.1441,6.6364,6.1123,9.823e-10,6.637e-08
"CAPN5",1.6885,9.6303,3.544,0.0003941,0.003497
"MYO7A",0.3691,8.5461,1.2552,0.2094,0.3747
"PAK1",-0.687,11.3527,-2.3442,0.01907,0.06725
"AQP11",0.3647,6.9444,1.0822,0.2792,0.453
"CLNS1A",-0.2213,11.1847,-1.1986,0.2307,0.3993
"RSF1",0.0811,11.0403,0.4338,0.6644,0.7885
"AAMDC",0.356,8.9304,1.9398,0.05241,0.1406
"INTS4",0.0519,9.8278,0.3611,0.7181,0.8263
"KCTD14",1.4326,8.4709,3.8434,0.0001213,0.001357
"NDUFC2-KCTD14",0.2746,10.9476,1.5037,0.1327,0.2729
"NDUFC2",0.2377,11.3494,1.2962,0.1949,0.3571
"ALG8",0.2276,10.1202,1.0917,0.275,0.4484
"KCTD21",0.5344,9.1124,2.5969,0.009407,0.03937
"USP35",0.031,8.4589,0.1578,0.8746,0.9294
"GAB2",1.3267,10.5638,4.8514,1.226e-06,3.064e-05
"NARS2",0.4277,9.543,2.2254,0.02605,0.08467
"TENM4",-1.7485,9.0287,-5.0371,4.726e-07,1.376e-05
"FAM181B",-4.6564,6.494,-7.6854,1.525e-14,4.224e-12
"DDIAS",-1.1475,8.47,-3.8617,0.0001126,0.001283
"PRCP",-0.6012,11.7721,-2.6652,0.007694,0.03378
"RAB30",-0.9446,9.4182,-3.6731,0.0002396,0.00234
"PCF11",0.1817,10.6307,1.0755,0.2821,0.4561
"ANKRD42",0.3378,9.1199,1.8827,0.05974,0.1545
"CCDC90B",0.0863,10.0341,0.4304,0.6669,0.7901
"DLG2",-0.3685,7.7561,-1.277,0.2016,0.3655
"TMEM126B",0.9408,9.9001,3.4224,0.0006207,0.004945
"TMEM126A",0.3417,9.0796,1.4748,0.1403,0.2831
"CREBZF",0.1428,10.8108,0.8977,0.3694,0.5441
"CCDC89",0.463,6.7334,1.051,0.2933,0.4674
"SYTL2",1.5532,9.7315,4.9023,9.471e-07,2.493e-05
"PICALM",0.0058,12.6511,0.0324,0.9742,0.9858
"EED",-0.0505,9.4728,-0.2899,0.7719,0.8643
"HIKESHI",-0.0609,9.4326,-0.3453,0.7299,0.8348
"CCDC81",1.456,6.8594,2.9014,0.003715,0.0196
"ME3",1.4171,8.325,4.7079,2.503e-06,5.569e-05
"PRSS23",0.0989,11.9732,0.358,0.7203,0.8279
"FZD4",0.8495,10.5891,2.3474,0.01891,0.06684
"TMEM135",0.8429,9.6451,3.8067,0.0001408,0.001531
"RAB38",-0.8944,8.8288,-2.1352,0.03274,0.1004
"CTSC",-0.3317,13.2221,-1.347,0.178,0.3353
"GRM5",0.5583,6.2947,0.7813,0.4347,0.6046
"NOX4",-0.1309,7.7756,-0.3483,0.7276,0.8332
"NAALAD2",1.3064,7.0683,3.3799,0.000725,0.005623
"CHORDC1",-0.2879,9.6697,-1.3817,0.1671,0.3209
"FAT3",-0.0865,7.529,-0.1677,0.8668,0.9248
"SLC36A4",1.4563,9.2287,4.8162,1.463e-06,3.56e-05
"DEUP1",1.135,6.5651,1.5801,0.1141,0.2457
"SMCO4",0.6846,9.5537,3.1252,0.001777,0.01117
"CEP295",-0.0029,9.3653,-0.0132,0.9895,0.9943
"C11orf54",1.2991,10.1362,5.826,5.676e-09,3.057e-07
"TAF1D",0.0521,10.774,0.2503,0.8024,0.8839
"RP11-606E8.2",0.4109,10.303,2.8209,0.004789,0.02353
"MED17",0.0548,10.0366,0.4335,0.6647,0.7886
"VSTM5",-1.2334,6.6325,-2.8072,0.004998,0.02429
"HEPHL1",-5.2846,6.6382,-8.2229,1.987e-16,8.053e-14
"PANX1",-0.6513,9.7755,-3.5401,4e-04,0.003534
"MRE11",-0.1348,9.864,-0.9304,0.3522,0.5269
"ANKRD49",0.2972,9.0288,1.4921,0.1357,0.2769
"C11orf97",2.813,6.2393,2.8517,0.004349,0.02192
"FUT4",-0.6137,9.0306,-1.893,0.05836,0.152
"PIWIL4",-0.7474,8.0201,-2.3355,0.01952,0.06836
"AMOTL1",-0.9201,11.4394,-3.0882,0.002014,0.01237
"CWC15",0.0328,10.5146,0.1867,0.8519,0.9159
"KDM4D",-0.6711,6.9893,-2.9014,0.003715,0.0196
"SRSF8",0.1769,10.7702,1.2557,0.2092,0.3745
"ENDOD1",-0.3836,11.0077,-1.2967,0.1947,0.357
"SESN3",-1.8962,11.5062,-5.3062,1.119e-07,3.966e-06
"FAM76B",-0.0881,9.1977,-0.5506,0.5819,0.727
"CEP57",-0.0014,10.4675,-0.0092,0.9927,0.9959
"MTMR2",-0.2635,10.6687,-1.5211,0.1282,0.2669
"MAML2",-0.2979,10.1857,-1.1313,0.2579,0.4292
"CCDC82",0.0031,9.782,0.0216,0.9828,0.9907
"JRKL",-0.2338,9.2496,-1.4501,0.147,0.2928
"CNTN5",-0.9426,6.8018,-1.7287,0.08386,0.1969
"ARHGAP42",0.9049,9.1285,2.9419,0.003262,0.01783
"TMEM133",0.8216,8.1984,2.6458,0.008149,0.03528
"PGR",0.5747,7.5874,1.5325,0.1254,0.2633
"TRPC6",1.773,9.0702,4.7258,2.292e-06,5.189e-05
"CEP126",1.4345,8.436,4.2938,1.756e-05,0.0002794
"C11orf70",0.9379,7.624,2.0202,0.04336,0.1231
"YAP1",-0.0037,12.3122,-0.0189,0.985,0.9918
"BIRC3",0.7558,11.0657,1.5013,0.1333,0.2737
"BIRC2",-0.0524,11.035,-0.2826,0.7775,0.8676
"TMEM123",-0.4327,13.5602,-2.2376,0.02525,0.08276
"MMP7",0.1388,9.9186,0.2332,0.8156,0.8926
"MMP10",-3.9878,8.4149,-4.8899,1.009e-06,2.62e-05
"MMP1",0.5057,9.5689,0.6333,0.5265,0.6832
"MMP3",-2.7478,6.8849,-3.8447,0.0001207,0.001352
"MMP12",-1.5866,9.2356,-2.5559,0.01059,0.04309
"MMP13",0.1091,8.1391,0.1288,0.8975,0.9433
"DCUN1D5",-0.571,9.7335,-2.9688,0.00299,0.0167
"DYNC2H1",0.5352,9.2103,1.365,0.1723,0.3278
"PDGFD",0.5742,8.7399,1.2868,0.1982,0.3608
"CASP4",0.4774,11.2199,1.5955,0.1106,0.2406
"CASP5",-0.7974,6.5677,-1.9163,0.05532,0.1461
