"gene","TCGA-BH-A0C0-11A","TCGA-BH-A18J-11A","TCGA-AC-A2FM-11B","TCGA-BH-A18N-11A","TCGA-BH-A0DQ-11A","TCGA-GI-A2C8-11A","TCGA-BH-A0H5-11A","TCGA-BH-A0DZ-11A","TCGA-BH-A0DL-11A","TCGA-BH-A18M-11A","TCGA-E9-A1N9-11A","TCGA-BH-A18Q-11A","TCGA-BH-A1FM-11B","TCGA-BH-A1EO-11A","TCGA-BH-A1F8-11B","TCGA-BH-A0DG-11A","TCGA-E9-A1RB-11A","TCGA-BH-A0DO-11A","TCGA-A7-A13E-11A","TCGA-BH-A1FR-11B","TCGA-E2-A1IU-01A","TCGA-A7-A26I-01B","TCGA-A8-A07S-01A","TCGA-A1-A0SK-01A","TCGA-AC-A6IV-01A","TCGA-AR-A2LN-01A","TCGA-A7-A26I-01A","TCGA-AO-A0JM-01A","TCGA-EW-A1J3-01A","TCGA-E2-A14N-01A","TCGA-E9-A54X-01A","TCGA-E2-A15L-01A","TCGA-BH-A28Q-01A","TCGA-A2-A0D0-01A","TCGA-B6-A0I5-01A","TCGA-A2-A0YL-01A","TCGA-AC-A3QQ-01B","TCGA-A2-A0D4-01A","TCGA-A8-A07I-01A","TCGA-A1-A0SH-01A"
"CAMK2D",10.8465,10.6969,9.8744,10.8267,10.6517,13.6169,10.8186,10.2655,11.3665,10.667,10.8383,11.0723,11.1749,11.2043,11.3277,10.8699,11.368,11.075,11.2201,11.146,9.3245,10.4629,9.4427,9.4654,10.3442,10.1637,10.3123,10.6285,13.333,11.4379,10.1763,9.9949,11.1185,10.9258,9.6881,12.1126,10.3203,12.3522,9.95,10.9094
"ARSJ",8.9866,7.8996,7.8081,8.37,8.6798,6.9475,8.8478,8.1321,8.7442,7.9648,7.8921,8.7296,8.6679,7.2626,8.4289,8.3422,7.9664,8.3921,8.2743,8.6275,7.7046,8.5031,6.8397,6.2584,7.072,8.2104,7.6721,8.4494,7.6552,8.7328,7.9954,8.113,9.5301,8.5226,7.1703,9.6414,7.7716,6.2171,7.7817,8.3715
"UGT8",8.9091,8.9929,7.7181,8.2678,8.1648,5.2078,8.538,8.5623,8.5239,7.3016,8.0415,8.1804,7.982,5.0651,9.1962,9.5539,8.4848,9.2225,6.8747,8.2732,6.574,6.7904,6.0967,10.7773,6.1364,6.7961,7.0906,6.0354,6.4924,10.9833,6.7637,5.6382,5.7458,10.837,6.2324,9.0529,6.1783,5.5583,5.4838,8.0797
"TRAM1L1",7.8988,7.6356,7.6994,7.5572,7.8969,6.6115,8.163,7.8694,7.7103,7.3956,7.1983,7.9092,7.7585,7.5481,8.1617,8.0033,7.41,8.3025,7.5913,7.7536,8.3283,6.4306,9.1076,7.684,8.0829,7.9314,7.7715,8.5495,8.1774,7.9334,7.5838,8.2449,8.7391,6.5119,7.132,8.5536,6.6917,7.5739,7.0294,8.4148
"PRSS12",8.8272,8.206,8.0527,8.6037,8.6001,8.3194,8.3866,8.0947,8.3809,7.9648,8.3619,8.8138,8.297,8.7904,8.8839,8.8156,8.9827,8.9686,8.7965,8.4162,6.4721,7.5186,5.5586,9.3269,6.61,7.1345,6.2182,5.9828,7.8223,8.8176,9.2305,5.7103,6.7944,7.7585,6.5964,7.6878,8.3706,6.0963,6.052,6.5319
"METTL14",10.4477,10.2323,9.6955,10.202,10.3061,9.8407,10.4601,9.8398,10.3416,10.1911,10.0579,10.3812,10.4634,9.9533,10.3539,10.4855,10.2913,10.4632,10.1393,10.1844,10.1017,9.2071,10.8125,9.9298,9.6316,9.9923,9.4267,10.3881,10.078,9.4642,10.0787,10.0903,10.0855,9.2177,9.4493,10.2593,10.4448,10.2172,10.4897,10.0407
"SEC24D",10.7207,10.4417,9.8271,10.7111,11.265,9.8744,10.734,10.8246,11.1156,10.7884,10.7491,10.7671,10.7808,11.2956,11.0255,10.9032,10.8962,10.7233,11.1793,11.2434,11.5771,11.8901,12.8939,10.1279,11.3774,11.2527,11.9574,12.7144,11.6066,10.4543,11.0995,12.49,11.7689,10.0131,9.98,11.1657,12.8083,12.4384,12.4523,12.355
"SYNPO2",12.8436,12.9546,11.1998,13.1775,11.8689,17.703,12.1428,10.8581,13.4351,12.898,12.7802,13.0134,13.2005,12.675,13.0748,12.8563,13.2434,12.4308,13.7099,12.815,9.7572,11.7847,8.7901,6.8193,11.3746,11.9317,11.0657,11.2866,10.594,8.6542,9.2327,10.4743,10.0787,6.6028,9.0221,11.483,13.5877,11.983,10.2154,11.1476
"USP53",11.1679,11.3654,10.1213,12.05,10.9883,12.5692,11.5817,10.0036,11.498,11.7012,11.8356,11.3846,11.9241,10.8365,11.9108,11.5067,11.5524,11.6324,11.7623,11.6191,11.0457,10.5376,10.3969,9.3648,10.2215,10.7945,10.048,10.7437,11.4593,9.5512,10.3029,10.2501,10.8097,9.272,9.8366,10.8948,12.2277,9.7505,10.6723,10.4579
"C4orf3",12.2627,12.1076,12.4785,12.3431,12.3164,12.5357,12.1129,12.1735,12.2315,12.2956,12.1941,12.3077,12.4459,13.1394,12.566,12.3454,12.6621,12.2453,12.7866,12.4858,12.2131,10.1878,12.3491,11.559,12.0255,11.8467,12.0778,11.7095,11.4701,12.1933,12.3057,12.2253,11.9082,11.7446,11.5733,12.1552,10.7679,11.5278,11.246,12.4148
"PDE5A",11.2199,10.3019,9.6753,10.837,10.7853,11.4283,10.7075,9.6676,11.2279,11.082,10.6824,10.9232,10.8984,10.2357,10.9069,11.9306,10.9008,11.2216,10.8806,11.2989,9.7099,10.2154,8.5626,9.6281,10.1394,10.1416,9.3943,9.279,11.2382,8.8073,8.0106,9.3714,9.8669,7.9947,8.7326,10.3345,10.9325,9.481,9.4201,10.0452
"MAD2L1",7.7093,7.6095,7.6019,7.3139,7.9072,7.4367,8.0387,8.3925,7.6735,7.7711,7.9952,7.8271,7.8333,7.5646,8.3793,8.1829,8.0587,8.0426,7.4104,7.7478,8.8688,8.0477,9.2062,11.6947,9.2642,7.1345,10.3717,10.1057,9.974,11.2396,9.5416,9.678,8.6286,11.0668,8.5295,8.9173,8.7241,10.717,9.3878,8.5373
"PRDM5",8.7205,8.0077,7.5469,8.4653,8.4153,8.7822,8.3424,7.4885,8.7674,8.686,8.5437,8.8958,8.8733,8.4313,8.8894,8.327,8.8189,8.5323,8.499,8.662,7.5737,8.1409,6.6438,6.3867,7.5292,8.0077,7.08,7.0431,6.7899,6.8846,6.7637,8.0346,7.2956,6.7819,6.4508,8.138,7.8744,6.1463,6.9506,8.3369
"NDNF",7.7549,7.4193,6.3973,8.4864,8.6769,9.5572,8.1154,7.033,8.057,8.4496,9.5684,8.2758,8.1837,9.2299,9.0437,7.3193,9.5056,7.6102,8.3703,7.9144,9.743,7.4983,6.1412,5.7721,6.4931,8.1355,7.3656,7.4719,6.6825,5.5271,7.1252,9.3455,6.5909,5.1869,6.2588,7.7672,7.3368,5.867,6.8032,9.113
"ANXA5",12.9114,13.4951,13.1467,13.9077,13.294,13.075,12.7825,13.1999,13.6572,13.5829,13.4855,13.074,13.4291,15.3402,13.652,13.1158,13.8055,13.1709,14.9677,13.5313,13.0402,12.5956,12.9771,13.0771,13.7647,13.1711,13.454,14.5994,13.8508,13.2953,12.9862,13.871,13.5384,13.5768,13.1816,12.8605,12.3292,12.3581,14.269,14.0769
"EXOSC9",9.3907,9.7131,9.7591,9.4331,9.3949,10.0966,9.6198,9.5748,9.4053,9.6496,9.4916,9.7449,9.8457,9.6929,9.7423,9.6896,9.1532,9.6743,9.3094,9.4632,9.53,9.0455,9.7557,10.7662,9.7601,9.3511,9.6978,10.7968,10.421,10.5356,9.6703,9.8164,9.1831,10.9072,10.0074,9.5653,9.6172,10.7464,9.9855,9.2059
"CCNA2",7.5169,7.9418,7.5257,7.2729,7.8602,7.4571,7.4257,8.1819,8.0427,7.8551,8.0666,7.5537,7.6089,7.9683,8.283,8.0457,7.8677,7.5496,7.4557,8.0057,8.4385,9.591,9.5249,11.3875,8.9403,7.4117,10.7782,10.803,9.9182,11.3846,9.3478,9.7375,7.9132,11.5763,9.0086,9.1991,9.1658,10.6682,10.3164,8.7879
"BBS7",9.1279,9.2427,8.5045,9.1107,8.8537,9.0679,9.1628,8.2599,9.0643,9.0192,9.2174,9.3652,9.5162,9.4746,9.1335,9.1558,9.2016,8.8585,9.0941,9.2479,7.8778,8.816,8.3127,9.5714,8.6397,8.9654,9.1468,9.2405,8.504,9.001,8.9523,8.6534,9.2308,8.92,8.3637,8.7456,8.8164,8.0439,9.0718,8.8097
"KIAA1109",12.6307,12.4306,10.31,12.5643,12.5155,13.4943,12.594,10.913,12.4817,12.4109,12.4376,12.7566,12.794,11.3613,12.0493,12.9382,12.8436,12.5493,12.4927,12.0905,12.3473,13.4067,11.7927,10.9291,11.5764,12.403,11.9188,11.1099,11.6741,10.5917,11.0854,11.895,12.1484,10.0505,10.0006,12.3096,14.0483,11.6221,11.9977,11.9186
"BBS12",8.2627,7.9624,8.0912,8.3547,8.4542,6.7905,8.5639,7.9345,8.4506,7.9898,8.3042,8.3543,8.201,8.2717,8.3199,8.5191,8.4806,8.5392,8.4776,8.5922,8.366,7.3701,7.5166,7.0527,7.9197,7.8562,7.4326,7.9132,7.7156,7.5706,8.3575,8.2449,8.4607,7.3999,7.7291,8.0863,7.798,7.9509,7.7039,8.2114
"FGF2",10.4898,10.7673,9.7398,11.6852,10.3947,9.36,11.0531,9.3787,10.7567,11.4622,10.8879,10.9462,11.2389,11.712,11.0463,10.0904,11.7919,10.4915,11.3596,11.099,8.6455,7.4778,7.2249,8.7114,9.3666,9.8615,7.4729,7.2178,8.25,8.4251,7.6243,7.8463,8.0734,9.6277,8.1638,9.3096,8.405,7.8577,6.9736,8.3764
"NUDT6",8.7735,8.7384,8.4685,9.3205,8.5124,8.7742,8.9975,7.9077,8.8042,9.2077,8.7971,9.0491,9.0457,9.4178,9.0166,8.5842,9.5035,8.7332,9.307,8.8876,8.1708,7.7239,7.3208,7.6184,8.0498,8.3839,6.9809,7.5721,7.6397,7.9525,7.9488,7.7324,7.8661,7.8714,8.0355,8.0507,8.7906,8.004,6.6215,7.6228
"SPATA5",8.7735,8.7473,7.8482,8.9123,8.8378,9.2097,9.0092,8.2556,8.9197,8.6799,8.7456,9.0954,8.7583,8.2963,9.0822,8.9274,8.9321,8.9015,8.7259,8.9344,8.8263,9.8199,8.5451,9.4836,8.5212,9.4573,8.405,8.9348,9.5392,9.2087,7.9168,9.1218,8.7189,9.1911,7.7702,8.975,11.3166,11.0921,9.0409,8.3518
"SPRY1",11.2505,12.0463,10.6165,12.2581,11.2506,12.4203,11.5486,10.9163,11.3977,12.5048,12.0359,11.4899,11.6168,12.7272,11.7852,11.0992,11.6733,11.8587,12.3098,11.6242,9.9692,10.5032,8.1225,9.2693,11.1536,12.7781,9.531,9.6143,10.2077,9.29,8.9882,10.1809,10.7619,9.6237,9.92,11.8358,10.9177,10.9442,9.1119,10.3549
"ANKRD50",10.8836,10.5516,9.2926,10.9223,11.5545,10.1434,11.0192,10.3815,10.8682,11.0366,10.7016,11.4192,11.1793,10.306,10.8008,11.4336,11.0618,10.73,10.8862,11.0381,10.2034,11.3084,9.0957,10.4602,10.8498,11.6572,10.9234,11.3727,12.6492,10.7326,10.13,11.376,12.0488,9.3194,10.004,11.8838,13.0274,12.2735,11.7048,11.4986
"FAT4",10.1604,9.8937,7.6931,10.4205,10.4251,10.8531,9.848,8.4153,10.5387,10.8802,10.2897,11.0112,10.8439,10.4359,10.2031,10.3376,11.3506,9.8971,10.8708,10.4176,8.2578,10.8928,7.8289,6.9018,9.7601,10.4408,8.8295,7.9074,7.6629,7.3845,6.0638,8.146,9.1468,5.8317,7.4321,9.881,11.0828,7.8187,8.6488,9.9081
"INTU",10.3441,10.1303,8.6006,10.1546,10.2199,8.3303,10.3971,8.7293,10.1221,10.0389,9.8561,10.568,10.4934,8.2212,9.5101,10.4779,10.0816,10.1379,9.3545,10.021,9.2701,10.5205,9.4944,9.5281,10.2578,9.6689,9.6524,8.216,10.1564,9.3144,9.8977,9.6523,10.3874,7.844,8.8772,9.9908,11.2237,9.5688,9.1217,8.8866
"HSPA4L",10.4434,10.7527,10.7662,10.4004,10.1303,9.9394,9.9601,9.9873,10.5014,10.441,10.1756,10.8993,11.0972,10.1999,10.5871,10.7974,10.5223,10.6412,9.7677,10.4339,9.8852,9.3958,9.5408,11.8744,9.0344,9.6735,9.976,8.4887,9.2361,10.793,10.4888,9.4853,9.6043,9.6473,9.2827,9.9873,8.9503,10.9635,8.3496,9.7675
"PLK4",6.986,6.8081,6.4309,7.0762,7.3758,6.4018,7.543,7.5804,7.3216,7.5796,7.3142,7.4811,7.3248,7.0523,7.7973,7.8625,7.4188,7.5148,7.0662,7.1522,8.1142,8.9242,8.5451,9.8266,8.7195,7.1062,9.7987,9.9809,9.6912,9.8395,8.6362,8.7692,8.5844,10.0191,8.1761,8.2675,9.1955,9.622,9.1842,7.9608
"MFSD8",9.5052,9.2004,8.5221,9.3244,9.4378,9.0872,9.4847,8.6863,9.3044,9.1629,9.5806,9.6361,9.4474,8.9778,9.2793,9.5195,9.1084,9.5281,9.1597,9.5541,9.2219,8.6547,8.9148,8.9322,9.3025,9.3277,9.3757,8.871,9.6893,9.016,9.4654,8.7841,9.0849,8.2549,8.3584,9.0596,8.9503,9.7385,9.1653,8.5969
"ABHD18",8.7625,8.9424,7.7787,8.7649,8.9333,10.9262,8.8765,7.9814,8.8014,8.8271,8.9865,8.9447,8.7108,8.3677,8.6538,9.0288,8.5534,8.4622,8.5032,9.038,8.829,8.9897,8.5521,9.0198,8.611,9.0441,8.545,8.8041,9.39,8.517,8.684,8.7662,9.2123,7.7658,8.5248,8.6777,9.7631,9.561,8.801,8.5417
"LARP1B",9.3996,9.5908,8.7246,9.5919,9.6902,10.3856,9.5997,9.1538,9.2252,9.2203,9.7831,9.3508,9.5248,9.3679,9.3301,9.3266,9.2606,9.2785,9.2678,9.5051,10.2209,10.4293,10.182,9.9561,8.9581,9.6782,10.0204,9.7589,10.0666,10.3327,10.1022,9.928,10.1494,9.6493,9.7028,9.5496,10.8132,10.0841,9.8749,9.7358
"PGRMC2",11.8032,11.8477,11.5963,11.8663,11.5382,11.8184,11.6535,11.3577,11.7824,11.8748,12.0204,11.7197,11.8554,12.984,12.0544,11.6113,12.39,11.7172,12.6458,11.8539,11.8368,10.5007,11.9809,10.9377,11.6647,11.4999,11.2806,11.7534,12.2074,11.9282,12.0675,12.2714,11.4226,10.5321,11.2213,11.3594,11.0179,12.2888,11.8532,11.9298
"JADE1",11.3254,11.1253,10.27,10.9925,11.005,10.9404,11.7101,9.8757,11.0712,11.3682,10.952,11.1817,11.2289,11.169,11.1243,10.886,11.7159,11.1227,11.0848,10.7781,10.3072,9.3017,10.2032,10.5553,10.2257,10.5288,8.5707,9.7101,10.048,10.0666,10.2136,10.6117,10.8692,9.9142,10.1856,10.6148,9.9429,10.8375,9.8951,9.6138
"SCLT1",8.6656,8.6435,8.1607,8.6851,8.539,8.2636,8.9321,8.3963,8.8482,8.7712,8.6366,8.6985,8.6956,9.0166,8.9505,8.8344,8.8608,8.6848,8.6706,8.8033,8.5669,9.6905,8.7901,9.7031,8.8533,8.4543,8.9235,9.2267,9.3785,9.8088,8.5284,8.9629,8.578,8.9457,8.4365,8.821,10.0923,8.9521,9.3124,8.4976
"C4orf33",8.7091,8.6561,8.5009,8.4148,8.8928,7.6281,8.6539,8.8429,8.5839,8.2299,8.4782,8.8295,8.835,8.3677,8.6729,8.9668,8.1868,8.6187,8.5973,8.7225,8.5507,8.6902,8.8957,7.9776,8.8231,8.1218,8.4921,9.229,9.5392,9.1473,8.8582,8.8902,8.1407,7.6516,7.8869,8.4453,9.0835,7.6355,8.2981,8.6461
"PCDH10",5.6011,5.4568,6.2903,6.8565,7.4983,5.5135,6.1128,5.4127,6.4256,5.3496,5.422,6.6299,6.4815,5.4098,7.4684,5.5709,6.8159,6.3152,5.573,8.0203,5.3976,5.7375,5.5152,6.5333,6.3462,6.6825,5.4866,6.0095,5.5233,5.067,10.4753,5.3642,5.287,5.2769,5.0848,5.1342,5.328,5.5583,6.1914,7.1862
"PABPC4L",7.6257,6.9656,6.2903,7.2894,7.539,7.0607,7.8181,6.8225,7.6164,7.5796,7.0917,7.5601,7.1151,7.6827,7.6027,7.5362,7.6906,7.9057,7.4195,7.7058,6.0548,7.9179,6.1192,8.7268,6.7421,7.381,8.012,6.9285,6.6501,7.9141,5.4634,6.5095,6.8741,6.9655,6.3825,7.4531,6.5662,6.2398,6.5911,7.765
"PCDH18",10.9018,10.6778,9.321,11.0095,11.5762,10.0118,10.0031,10.2498,11.3199,11.2059,10.7545,11.1899,11.1673,12.0557,11.1046,11.2429,12.5072,10.6157,11.9785,11.1979,8.1493,10.5229,8.3209,7.5425,9.8224,11.0345,9.7738,9.6089,8.6563,9.4421,6.4158,9.5908,10.028,7.1947,8.7284,10.5867,10.8817,10.167,9.6921,11.1554
"SLC7A11",7.4416,6.9005,6.2129,6.3594,7.2161,6.0232,7.5297,6.7859,7.0466,6.304,6.3103,7.3533,7.0768,5.8524,6.7751,7.1439,7.2696,7.3738,6.3319,7.1793,7.7911,7.6887,11.1737,8.3339,6.6376,6.9335,8.0855,6.9871,8.6938,9.8174,8.8747,8.8538,7.9538,7.1723,6.8762,7.0355,7.0533,6.305,8.3024,7.8663
"NOCT",7.3087,8.9165,7.4969,8.201,7.1817,9.6808,7.8181,7.5666,7.5837,8.6492,8.0814,7.9191,8.321,8.3677,7.9313,7.4886,7.7335,7.8458,8.1659,7.8055,10.4997,8.8711,9.0017,8.185,7.2953,8.3609,8.0066,8.8103,9.5392,9.9419,9.5084,8.607,10.3419,8.0907,8.0621,7.7052,9.4712,8.2282,9.2687,7.9673
"ELF2",10.8381,10.533,9.7753,10.678,10.907,11.6709,10.8353,9.8879,10.7269,10.5861,10.6133,10.8527,10.8384,10.796,10.6571,10.9433,11.0077,10.8262,10.6311,10.6214,10.8646,10.6894,10.559,11.3557,10.4102,10.6647,10.1725,10.8682,11.0955,10.2451,10.422,10.929,10.8796,9.9191,10.2443,10.739,11.5468,10.7693,10.7168,10.668
"MGARP",7.0345,7.5421,6.905,6.7862,6.1788,6.6115,6.3533,5.8854,6.577,6.3564,6.6235,6.9484,7.6414,6.009,7.3522,6.8997,6.2858,6.6289,6.2192,6.674,5.7441,5.8249,5.3035,5.6343,6.1364,6.6422,5.8338,5.3189,5.2707,5.067,5.6681,5.3642,5.9642,5.0691,5.5155,5.9916,5.328,5.5093,5.7303,6.3688
"NDUFC1",9.9425,9.8615,10.863,9.8159,9.9937,12.5873,9.8348,10.5336,9.8765,9.6215,9.8098,9.7709,9.8026,10.2964,10.3322,9.4877,9.8694,10.0115,10.1885,9.9445,10.4299,8.3335,9.9253,9.0929,9.8992,9.8977,9.8049,10.7811,10.5386,10.3856,11.012,10.0867,9.8967,10.3735,11.0592,10.2153,8.8035,10.7038,9.7296,10.0422
"NAA15",10.6438,10.7358,9.7532,10.5215,10.5827,11.7971,10.5222,10.4043,10.6304,10.5493,10.6015,10.7698,10.6991,10.6068,10.7921,10.7467,10.7231,10.8517,10.5842,10.6006,10.8242,11.0726,11.0155,11.9991,10.2731,10.5987,11.3826,11.544,11.1723,11.7834,10.7021,11.0079,11.2138,11.4919,10.4811,11.1418,11.6215,11.6001,11.3605,10.8523
"RAB33B",9.69,9.1187,8.7457,9.4723,9.5783,9.3225,9.626,8.4489,9.2623,9.5944,9.361,9.864,9.8607,9.8711,9.7013,9.5716,9.6318,9.5161,9.5928,9.7654,9.5151,8.3335,8.994,9.4376,9.0535,9.7132,8.9263,9.4415,9.8236,8.5422,9.3557,9.6127,9.779,7.7948,8.8472,9.4209,9.3706,9.3564,9.4672,9.351
"SETD7",12.3856,12.5086,11.1817,12.6644,12.5958,14.5943,12.321,11.7902,12.6024,12.5711,12.9316,12.3279,12.6509,13.0364,12.3383,12.4768,13.7581,12.1018,13.5281,12.3872,12.3039,12.0216,12.5868,11.8688,11.8758,12.1844,11.9501,12.1437,12.0639,10.7143,11.7758,12.7178,12.3991,10.1979,11.0979,12.2008,12.7801,12.5333,13.0639,12.8966
"MGST2",9.9388,10.2123,10.5298,9.9693,10.0302,11.3131,9.6607,10.4213,10.0767,9.8392,10.3707,9.8461,9.8822,11.1544,10.51,9.9377,10.0937,9.9037,10.4245,10.3532,9.8865,8.5031,10.7433,8.3619,9.9123,9.899,8.8173,10.0636,10.3231,9.6371,10.4415,9.9467,9.672,9.4927,11.3551,9.8103,9.3619,11.6081,9.6348,9.7452
"MAML3",10.0888,9.7935,9.0255,9.6143,10.1476,8.3625,10.4805,9.7518,9.73,9.7235,10.1386,10.2687,9.9753,8.9656,9.8548,10.2405,9.9205,10.3899,9.4839,9.8244,9.6197,10.2719,9.9546,8.0336,9.5469,9.9095,9.0948,9.2588,8.1721,7.4584,9.1715,10.019,9.7551,9.3486,8.8698,10.0644,11.2213,8.9068,9.7956,9.4161
"SCOC",11.2901,10.9434,11.1623,11.0617,11.3222,11.3213,11.1719,10.9754,11.0959,11.0236,11.1173,11.2498,11.2352,11.2419,11.6435,11.3845,10.9824,11.4339,11.158,11.3132,11.8962,8.1665,11.4214,11.8612,10.8369,11.0701,11.0651,11.176,11.7716,11.3625,12.4261,11.8981,11.2555,10.9896,11.1632,11.1382,8.891,11.4124,10.2461,11.3569
"CLGN",8.6537,7.0277,6.6146,7.2812,8.7354,7.1138,8.0798,7.0733,6.6461,7.3573,6.7477,7.1532,6.8195,6.5271,6.7498,7.9694,7.4011,6.9662,6.7136,7.2232,10.8255,5.5276,8.9094,10.8853,9.4922,9.546,5.6979,11.3837,9.6763,5.5773,10.2468,10.5796,10.2443,5.8668,8.52,10.0798,10.1337,11.3298,7.2781,11.0979
"ELMOD2",10.5594,10.1757,9.8314,10.255,10.4739,9.6934,10.5057,10.0599,10.3502,10.175,10.2005,10.3398,10.3789,10.4348,10.3744,10.5995,10.2984,10.3392,10.5631,10.5934,10.9298,9.5141,10.9503,10.3082,10.4484,10.2408,10.3789,10.9461,11.4664,10.2324,11.1524,11.1714,10.6407,9.4418,10.3403,10.3527,10.81,11.1865,10.8559,11.2011
"UCP1",7.5035,5.5853,5.8859,6.6192,5.9613,5.2078,5.7696,5.5918,5.5808,5.6171,5.8129,5.9208,5.9804,5.0651,5.6675,6.7152,5.0605,6.1612,5.9809,7.93,5.5725,5.6397,8.325,5.3011,5.455,5.8201,4.7831,5.3189,5.2707,4.7831,7.5701,4.7831,4.7831,4.7831,5.3037,5.0317,5.328,5.3346,5.1603,4.7831
"TBC1D9",13.2,12.9183,12.568,13.4746,14.3497,9.6159,13.5425,12.8613,12.7966,13.3454,12.5061,13.1733,13.296,11.6041,12.4395,13.4242,12.6161,12.9319,12.586,13.0338,14.5057,10.7367,14.7896,8.7268,14.1573,13.9082,10.5667,13.329,14.2415,10.0346,13.2002,14.6516,14.2213,9.2098,12.6554,13.4853,14.0418,14.9494,13.2676,12.5209
"RNF150",10.6378,10.3816,8.9676,10.8004,10.2502,12.7952,10.489,9.5613,10.8749,10.9559,10.7937,11.1853,11.242,11.1034,10.6428,10.6343,11.8652,10.6052,12.1987,10.3243,8.1142,9.9089,7.0411,8.5334,9.5112,9.2344,9.1923,7.237,7.0061,10.3339,6.9514,7.3039,7.6291,6.8119,7.0384,9.7498,9.0728,7.3707,7.4405,9.3312
"ZNF330",10.0169,10.2006,9.9658,10.0302,10.0302,11.8544,9.9901,10.0086,10.121,10.2027,10.0011,9.8892,10.2157,10.4104,10.1722,10.0893,10.0062,10.2057,10.0311,10.1562,9.5546,8.7248,9.8323,9.3687,10.0213,9.7502,9.3963,10.2193,9.6782,9.9683,10.0571,9.8437,9.9448,9.8046,9.6473,10.0377,9.1758,10.1438,9.7424,9.8413
"IL15",7.3318,7.4268,7.1701,7.7287,6.7421,8.8516,7.3053,7.1691,8.1306,7.4907,7.5635,7.6708,7.872,8.3061,7.6813,7.4029,7.318,7.4424,7.6774,7.828,6.9141,9.4485,6.4447,5.8334,7.7048,7.3887,8.1059,6.964,7.5002,7.9525,6.9731,6.2452,6.6046,7.0298,7.2788,7.4181,8.8542,6.4811,7.2961,6.6412
"INPP4B",11.9433,11.5461,10.5462,11.8596,11.6759,11.1715,11.7101,10.5895,11.2117,11.219,11.1863,11.66,11.4907,9.3656,11.1933,12.1105,10.7651,11.634,11.1607,11.4914,11.0024,9.8515,10.3596,6.6501,10.7486,12.3571,8.6451,11.9071,12.1005,8.7108,10.7387,12.0113,12.1365,7.2805,9.3458,11.9652,12.2217,10.8181,11.8889,11.339
"USP38",10.3266,10.3882,9.38,10.3516,10.5044,13.0176,10.4307,9.7202,10.3559,10.32,10.2172,10.3723,10.4749,10.3673,10.5222,10.5363,10.4011,10.2195,10.2119,10.4102,10.7645,9.7504,10.3059,10.3915,10.3719,10.3099,10.7891,11.6234,10.6146,10.4543,10.7589,10.465,10.794,9.4774,9.9468,10.6096,10.3469,10.9947,10.9201,11.1341
"GAB1",11.057,10.593,9.4859,10.9062,10.8736,11.4182,11.074,9.5865,10.8501,10.7793,10.7727,11.1969,11.2205,10.3144,10.6331,11.0763,11.0276,10.7953,10.5871,10.8849,10.5559,10.0068,9.5942,9.903,11.2292,11.1327,9.6626,11.3228,10.9151,9.2998,9.7943,10.5257,10.3606,8.2445,8.9427,11.0771,12.1107,10.5575,10.8095,10.8488
"SMARCA5",12.1122,11.9855,11.4199,12.0406,12.3289,12.2,12.1145,11.7171,12.1035,12.0882,11.9299,12.0534,12.321,11.8918,12.158,12.2645,12.0842,11.9904,11.9084,12.0354,12.241,11.4218,12.4058,13.1324,11.7643,12.038,12.2675,12.643,12.3302,12.6111,12.2075,12.3307,12.5702,12.2422,11.5426,12.2792,12.179,12.3556,12.5273,12.1922
"GYPE",5.5248,5.7276,5.7356,5.8145,5.4455,5.9561,5.6059,5.5918,5.9741,6.2109,5.8129,5.6666,5.6232,6.9134,6.063,5.8017,6.759,5.4078,6.582,6.046,5.7441,6.5202,5.3642,5.0432,6.2174,5.5451,5.0513,5.4888,5.5233,4.7831,5.0423,5.3642,5.4472,5.478,5.5155,5.5605,6.3494,5.4565,5.377,5.6409
"HHIP",5.6365,5.6597,5.8578,6.1939,5.7119,6.5723,5.5686,5.2985,5.8976,6.4546,5.9817,5.9451,5.5449,7.1223,5.6309,5.5313,7.1672,5.6946,7.4195,5.8437,5.3447,7.013,5.0444,6.0445,5.5831,5.5853,5.3793,5.163,5.7828,5.2732,5.0423,5.3642,5.3457,5.5325,5.5155,5.7886,6.5662,5.5583,5.4327,7.0156
"ANAPC10",8.286,8.1974,8.1698,8.4366,8.2317,9.1375,8.5798,8.2808,8.3543,8.2547,8.4134,8.506,8.7228,9.0284,8.7617,8.6031,8.3951,8.6122,8.5325,8.5052,8.6052,8.4102,8.2492,9.0641,8.1198,8.2651,8.556,9.0336,8.8448,8.8381,8.5833,8.495,8.4676,8.8088,8.1328,8.3789,7.8494,8.9669,8.801,8.2755
"ABCE1",10.8051,11.1604,10.4236,10.824,10.9019,11.3185,11.0262,10.8739,11.0145,10.8887,10.9121,10.9232,11.1239,11.0951,11.3347,11.2424,11.1052,11.2776,11.0053,11.0327,10.9154,10.2001,10.9777,12.1066,10.631,10.7917,11.6905,11.416,11.5451,12.5097,10.9327,11.3984,11.3537,11.6897,11.238,11.1871,10.4774,11.2177,11.3354,11.025
